time	V(bl)	V(blb)	V(q)	V(qb)	V(wl)
4.256768898911869e-10	2.500000e+00	0.000000e+00	2.457277e-03	2.389873e+00	2.500000e+00
4.334893898911869e-10	2.500000e+00	0.000000e+00	2.253382e-03	2.399188e+00	2.500000e+00
4.413018898911869e-10	2.500000e+00	0.000000e+00	2.065760e-03	2.407729e+00	2.500000e+00
4.491143898911870e-10	2.500000e+00	0.000000e+00	1.893216e-03	2.415560e+00	2.500000e+00
4.569268898911870e-10	2.500000e+00	0.000000e+00	1.734627e-03	2.422737e+00	2.500000e+00
4.647393898911870e-10	2.500000e+00	0.000000e+00	1.588941e-03	2.429312e+00	2.500000e+00
4.725518898911870e-10	2.500000e+00	0.000000e+00	1.455169e-03	2.435336e+00	2.500000e+00
4.803643898911870e-10	2.500000e+00	0.000000e+00	1.332392e-03	2.440852e+00	2.500000e+00
4.881768898911869e-10	2.500000e+00	0.000000e+00	1.219751e-03	2.445903e+00	2.500000e+00
4.959893898911869e-10	2.500000e+00	0.000000e+00	1.116445e-03	2.450526e+00	2.500000e+00
5.038018898911869e-10	2.500000e+00	0.000000e+00	1.021733e-03	2.454758e+00	2.500000e+00
5.116143898911868e-10	2.500000e+00	0.000000e+00	9.349250e-04	2.458632e+00	2.500000e+00
5.194268898911868e-10	2.500000e+00	0.000000e+00	8.553841e-04	2.462175e+00	2.500000e+00
5.272393898911868e-10	2.500000e+00	0.000000e+00	7.825198e-04	2.465418e+00	2.500000e+00
5.350518898911867e-10	2.500000e+00	0.000000e+00	7.157867e-04	2.468384e+00	2.500000e+00
5.428643898911867e-10	2.500000e+00	0.000000e+00	6.546816e-04	2.471097e+00	2.500000e+00
5.506768898911867e-10	2.500000e+00	0.000000e+00	5.987405e-04	2.473579e+00	2.500000e+00
5.584893898911866e-10	2.500000e+00	0.000000e+00	5.475356e-04	2.475848e+00	2.500000e+00
5.663018898911866e-10	2.500000e+00	0.000000e+00	5.006734e-04	2.477924e+00	2.500000e+00
5.741143898911866e-10	2.500000e+00	0.000000e+00	4.577916e-04	2.479821e+00	2.500000e+00
5.897393898911865e-10	2.500000e+00	0.000000e+00	3.821471e-04	2.483166e+00	2.500000e+00
5.951037797823729e-10	2.500000e+00	0.000000e+00	3.592670e-04	2.484177e+00	2.500000e+00
6.000000000000000e-10	2.500000e+00	2.584939e-14	3.394713e-04	2.485051e+00	2.500000e+00
6.004896220217627e-10	2.377594e+00	1.224055e-01	1.474055e-03	2.485463e+00	2.500000e+00
6.014688660652882e-10	2.132783e+00	3.672165e-01	1.280617e-02	2.488885e+00	2.500000e+00
6.034273541523390e-10	1.643161e+00	8.568385e-01	6.024956e-02	2.504407e+00	2.500000e+00
6.060830238258984e-10	9.792441e-01	1.520756e+00	1.386593e-01	2.512343e+00	2.500000e+00
6.100000000000000e-10	0.000000e+00	2.500000e+00	2.433813e-01	2.471564e+00	2.500000e+00
6.103916976174101e-10	0.000000e+00	2.500000e+00	2.475763e-01	2.450970e+00	2.500000e+00
6.111750928522304e-10	0.000000e+00	2.500000e+00	2.556797e-01	2.409874e+00	2.500000e+00
6.127418833218711e-10	0.000000e+00	2.500000e+00	2.707566e-01	2.328278e+00	2.500000e+00
6.158754642611524e-10	0.000000e+00	2.500000e+00	2.979205e-01	2.169592e+00	2.500000e+00
6.221426261397149e-10	0.000000e+00	2.500000e+00	3.507189e-01	1.867097e+00	2.500000e+00
6.299551261397148e-10	0.000000e+00	2.500000e+00	4.292969e-01	1.508751e+00	2.500000e+00
6.377676261397148e-10	0.000000e+00	2.500000e+00	5.348277e-01	1.174135e+00	2.500000e+00
6.455801261397148e-10	0.000000e+00	2.500000e+00	6.676083e-01	8.766157e-01	2.500000e+00
6.533926261397147e-10	0.000000e+00	2.500000e+00	8.120531e-01	6.265671e-01	2.500000e+00
6.612051261397147e-10	0.000000e+00	2.500000e+00	9.506524e-01	4.260638e-01	2.500000e+00
6.690176261397147e-10	0.000000e+00	2.500000e+00	1.073792e+00	2.759843e-01	2.500000e+00
6.768301261397146e-10	0.000000e+00	2.500000e+00	1.180545e+00	1.742699e-01	2.500000e+00
6.846426261397146e-10	0.000000e+00	2.500000e+00	1.273993e+00	1.115499e-01	2.500000e+00
6.924551261397146e-10	0.000000e+00	2.500000e+00	1.356578e+00	7.513376e-02	2.500000e+00
7.002676261397145e-10	0.000000e+00	2.500000e+00	1.430080e+00	5.425858e-02	2.500000e+00
7.080801261397145e-10	0.000000e+00	2.500000e+00	1.496811e+00	4.202381e-02	2.500000e+00
7.158926261397145e-10	0.000000e+00	2.500000e+00	1.559325e+00	3.455796e-02	2.500000e+00
7.237051261397144e-10	0.000000e+00	2.500000e+00	1.619186e+00	2.967577e-02	2.500000e+00
7.315176261397144e-10	0.000000e+00	2.500000e+00	1.676603e+00	2.609665e-02	2.500000e+00
7.393301261397144e-10	0.000000e+00	2.500000e+00	1.731358e+00	2.318110e-02	2.500000e+00
7.471426261397143e-10	0.000000e+00	2.500000e+00	1.783373e+00	2.067665e-02	2.500000e+00
7.549551261397143e-10	0.000000e+00	2.500000e+00	1.832649e+00	1.848013e-02	2.500000e+00
7.627676261397143e-10	0.000000e+00	2.500000e+00	1.879220e+00	1.654233e-02	2.500000e+00
7.705801261397142e-10	0.000000e+00	2.500000e+00	1.923147e+00	1.483470e-02	2.500000e+00
7.783926261397142e-10	0.000000e+00	2.500000e+00	1.964517e+00	1.333466e-02	2.500000e+00
7.862051261397142e-10	0.000000e+00	2.500000e+00	2.003454e+00	1.201748e-02	2.500000e+00
7.940176261397141e-10	0.000000e+00	2.500000e+00	2.040122e+00	1.085265e-02	2.500000e+00
8.018301261397141e-10	0.000000e+00	2.500000e+00	2.074705e+00	9.809884e-03	2.500000e+00
8.096426261397141e-10	0.000000e+00	2.500000e+00	2.107333e+00	8.872896e-03	2.500000e+00
8.174551261397140e-10	0.000000e+00	2.500000e+00	2.138034e+00	8.042186e-03	2.500000e+00
8.252676261397140e-10	0.000000e+00	2.500000e+00	2.166773e+00	7.318412e-03	2.500000e+00
8.330801261397140e-10	0.000000e+00	2.500000e+00	2.193535e+00	6.689376e-03	2.500000e+00
8.408926261397139e-10	0.000000e+00	2.500000e+00	2.218360e+00	6.135129e-03	2.500000e+00
8.487051261397139e-10	0.000000e+00	2.500000e+00	2.241328e+00	5.637849e-03	2.500000e+00
8.565176261397139e-10	0.000000e+00	2.500000e+00	2.262542e+00	5.185375e-03	2.500000e+00
8.643301261397138e-10	0.000000e+00	2.500000e+00	2.282110e+00	4.770190e-03	2.500000e+00
8.721426261397138e-10	0.000000e+00	2.500000e+00	2.300143e+00	4.387580e-03	2.500000e+00
8.799551261397138e-10	0.000000e+00	2.500000e+00	2.316746e+00	4.034340e-03	2.500000e+00
8.877676261397137e-10	0.000000e+00	2.500000e+00	2.332023e+00	3.708043e-03	2.500000e+00
8.955801261397137e-10	0.000000e+00	2.500000e+00	2.346070e+00	3.406677e-03	2.500000e+00
9.033926261397137e-10	0.000000e+00	2.500000e+00	2.358978e+00	3.128472e-03	2.500000e+00
9.112051261397136e-10	0.000000e+00	2.500000e+00	2.370834e+00	2.871810e-03	2.500000e+00
9.190176261397136e-10	0.000000e+00	2.500000e+00	2.381719e+00	2.635187e-03	2.500000e+00
9.268301261397136e-10	0.000000e+00	2.500000e+00	2.391707e+00	2.417188e-03	2.500000e+00
9.346426261397136e-10	0.000000e+00	2.500000e+00	2.400870e+00	2.216483e-03	2.500000e+00
9.424551261397136e-10	0.000000e+00	2.500000e+00	2.409272e+00	2.031818e-03	2.500000e+00
9.502676261397136e-10	0.000000e+00	2.500000e+00	2.416974e+00	1.862013e-03	2.500000e+00
9.580801261397135e-10	0.000000e+00	2.500000e+00	2.424032e+00	1.705957e-03	2.500000e+00
9.658926261397135e-10	0.000000e+00	2.500000e+00	2.430499e+00	1.562610e-03	2.500000e+00
9.737051261397135e-10	0.000000e+00	2.500000e+00	2.436423e+00	1.430999e-03	2.500000e+00
9.815176261397134e-10	0.000000e+00	2.500000e+00	2.441847e+00	1.310214e-03	2.500000e+00
9.893301261397134e-10	0.000000e+00	2.500000e+00	2.446814e+00	1.199408e-03	2.500000e+00
9.971426261397134e-10	0.000000e+00	2.500000e+00	2.451360e+00	1.097792e-03	2.500000e+00
1.004955126139713e-09	0.000000e+00	2.500000e+00	2.455522e+00	1.004634e-03	2.500000e+00
1.012767626139713e-09	0.000000e+00	2.500000e+00	2.459330e+00	9.192563e-04	2.500000e+00
1.020580126139713e-09	0.000000e+00	2.500000e+00	2.462814e+00	8.410292e-04	2.500000e+00
1.028392626139713e-09	0.000000e+00	2.500000e+00	2.466002e+00	7.693716e-04	2.500000e+00
1.036205126139713e-09	0.000000e+00	2.500000e+00	2.468919e+00	7.037465e-04	2.500000e+00
1.044017626139713e-09	0.000000e+00	2.500000e+00	2.471586e+00	6.436581e-04	2.500000e+00
1.051830126139713e-09	0.000000e+00	2.500000e+00	2.474026e+00	5.886496e-04	2.500000e+00
1.059642626139713e-09	0.000000e+00	2.500000e+00	2.476257e+00	5.383000e-04	2.500000e+00
1.067455126139713e-09	0.000000e+00	2.500000e+00	2.478298e+00	4.922218e-04	2.500000e+00
1.075267626139713e-09	0.000000e+00	2.500000e+00	2.480164e+00	4.500585e-04	2.500000e+00
1.090892626139713e-09	0.000000e+00	2.500000e+00	2.483457e+00	3.755705e-04	2.500000e+00
1.097502428532015e-09	0.000000e+00	2.500000e+00	2.484672e+00	3.480545e-04	2.500000e+00
1.100000000000000e-09	0.000000e+00	2.500000e+00	2.485108e+00	3.381787e-04	2.500000e+00
1.100249757146799e-09	6.243929e-02	2.437561e+00	2.484933e+00	-4.110132e-04	2.500000e+00
1.100749271440396e-09	1.873179e-01	2.312682e+00	2.485480e+00	1.183201e-03	2.500000e+00
1.101748300027590e-09	4.370750e-01	2.062925e+00	2.489912e+00	1.576321e-02	2.500000e+00
1.103746357201978e-09	9.365893e-01	1.563411e+00	2.507905e+00	6.864733e-02	2.500000e+00
1.106003885651223e-09	1.500971e+00	9.990286e-01	2.515457e+00	1.368943e-01	2.500000e+00
1.110000000000000e-09	2.500000e+00	8.437695e-15	2.473728e+00	2.440299e-01	2.500000e+00
1.110399611434878e-09	2.500000e+00	0.000000e+00	2.452703e+00	2.482737e-01	2.500000e+00
1.111198834304633e-09	2.500000e+00	0.000000e+00	2.410749e+00	2.564681e-01	2.500000e+00
1.112797280044144e-09	2.500000e+00	0.000000e+00	2.327470e+00	2.717071e-01	2.500000e+00
1.115994171523165e-09	2.500000e+00	0.000000e+00	2.165632e+00	2.991956e-01	2.500000e+00
1.122387954481208e-09	2.500000e+00	0.000000e+00	1.857313e+00	3.529242e-01	2.500000e+00
1.130200454481208e-09	2.500000e+00	0.000000e+00	1.499412e+00	4.319059e-01	2.500000e+00
1.138012954481208e-09	2.500000e+00	0.000000e+00	1.165569e+00	5.381880e-01	2.500000e+00
1.145825454481208e-09	2.500000e+00	0.000000e+00	8.692207e-01	6.715114e-01	2.500000e+00
1.153637954481208e-09	2.500000e+00	0.000000e+00	6.204975e-01	8.159888e-01	2.500000e+00
1.161450454481208e-09	2.500000e+00	0.000000e+00	4.213473e-01	9.542240e-01	2.500000e+00
1.169262954481208e-09	2.500000e+00	0.000000e+00	2.726287e-01	1.076893e+00	2.500000e+00
1.177075454481208e-09	2.500000e+00	0.000000e+00	1.721168e-01	1.183243e+00	2.500000e+00
1.184887954481208e-09	2.500000e+00	0.000000e+00	1.102754e-01	1.276368e+00	2.500000e+00
1.192700454481208e-09	2.500000e+00	0.000000e+00	7.440373e-02	1.358682e+00	2.500000e+00
1.200512954481208e-09	2.500000e+00	0.000000e+00	5.383632e-02	1.431966e+00	2.500000e+00
1.208325454481208e-09	2.500000e+00	0.000000e+00	4.177127e-02	1.498551e+00	2.500000e+00
1.216137954481208e-09	2.500000e+00	0.000000e+00	3.439913e-02	1.560979e+00	2.500000e+00
1.223950454481208e-09	2.500000e+00	0.000000e+00	2.956582e-02	1.620775e+00	2.500000e+00
1.231762954481208e-09	2.500000e+00	0.000000e+00	2.601069e-02	1.678123e+00	2.500000e+00
1.239575454481208e-09	2.500000e+00	0.000000e+00	2.310850e-02	1.732805e+00	2.500000e+00
1.247387954481208e-09	2.500000e+00	0.000000e+00	2.061337e-02	1.784745e+00	2.500000e+00
1.255200454481208e-09	2.500000e+00	0.000000e+00	1.842436e-02	1.833946e+00	2.500000e+00
1.263012954481208e-09	2.500000e+00	0.000000e+00	1.649312e-02	1.880445e+00	2.500000e+00
1.270825454481208e-09	2.500000e+00	0.000000e+00	1.479140e-02	1.924302e+00	2.500000e+00
1.278637954481208e-09	2.500000e+00	0.000000e+00	1.329668e-02	1.965604e+00	2.500000e+00
1.286450454481208e-09	2.500000e+00	0.000000e+00	1.198405e-02	2.004477e+00	2.500000e+00
1.294262954481207e-09	2.500000e+00	0.000000e+00	1.082290e-02	2.041086e+00	2.500000e+00
1.302075454481207e-09	2.500000e+00	0.000000e+00	9.783119e-03	2.075614e+00	2.500000e+00
1.309887954481207e-09	2.500000e+00	0.000000e+00	8.848956e-03	2.108191e+00	2.500000e+00
1.317700454481207e-09	2.500000e+00	0.000000e+00	8.021182e-03	2.138839e+00	2.500000e+00
1.325512954481207e-09	2.500000e+00	0.000000e+00	7.300196e-03	2.167524e+00	2.500000e+00
1.333325454481207e-09	2.500000e+00	0.000000e+00	6.673459e-03	2.194233e+00	2.500000e+00
1.341137954481207e-09	2.500000e+00	0.000000e+00	6.120968e-03	2.219007e+00	2.500000e+00
1.348950454481207e-09	2.500000e+00	0.000000e+00	5.625037e-03	2.241926e+00	2.500000e+00
1.356762954481207e-09	2.500000e+00	0.000000e+00	5.173656e-03	2.263093e+00	2.500000e+00
1.364575454481207e-09	2.500000e+00	0.000000e+00	4.759406e-03	2.282619e+00	2.500000e+00
1.372387954481207e-09	2.500000e+00	0.000000e+00	4.377631e-03	2.300611e+00	2.500000e+00
1.380200454481207e-09	2.500000e+00	0.000000e+00	4.025151e-03	2.317177e+00	2.500000e+00
1.388012954481207e-09	2.500000e+00	0.000000e+00	3.699554e-03	2.332419e+00	2.500000e+00
1.395825454481207e-09	2.500000e+00	0.000000e+00	3.398839e-03	2.346434e+00	2.500000e+00
1.403637954481207e-09	2.500000e+00	0.000000e+00	3.121239e-03	2.359313e+00	2.500000e+00
1.411450454481207e-09	2.500000e+00	0.000000e+00	2.865139e-03	2.371141e+00	2.500000e+00
1.419262954481207e-09	2.500000e+00	0.000000e+00	2.629038e-03	2.382001e+00	2.500000e+00
1.427075454481207e-09	2.500000e+00	0.000000e+00	2.411525e-03	2.391966e+00	2.500000e+00
1.434887954481207e-09	2.500000e+00	0.000000e+00	2.211272e-03	2.401107e+00	2.500000e+00
1.442700454481207e-09	2.500000e+00	0.000000e+00	2.027025e-03	2.409489e+00	2.500000e+00
1.450512954481207e-09	2.500000e+00	0.000000e+00	1.857606e-03	2.417173e+00	2.500000e+00
1.458325454481207e-09	2.500000e+00	0.000000e+00	1.701908e-03	2.424215e+00	2.500000e+00
1.466137954481207e-09	2.500000e+00	0.000000e+00	1.558892e-03	2.430667e+00	2.500000e+00
1.473950454481207e-09	2.500000e+00	0.000000e+00	1.427586e-03	2.436576e+00	2.500000e+00
1.481762954481207e-09	2.500000e+00	0.000000e+00	1.307083e-03	2.441988e+00	2.500000e+00
1.489575454481207e-09	2.500000e+00	0.000000e+00	1.196536e-03	2.446942e+00	2.500000e+00
1.497387954481207e-09	2.500000e+00	0.000000e+00	1.095158e-03	2.451478e+00	2.500000e+00
1.505200454481207e-09	2.500000e+00	0.000000e+00	1.002220e-03	2.455629e+00	2.500000e+00
1.513012954481207e-09	2.500000e+00	0.000000e+00	9.170444e-04	2.459429e+00	2.500000e+00
1.520825454481207e-09	2.500000e+00	0.000000e+00	8.390028e-04	2.462905e+00	2.500000e+00
1.528637954481206e-09	2.500000e+00	0.000000e+00	7.675157e-04	2.466085e+00	2.500000e+00
1.536450454481206e-09	2.500000e+00	0.000000e+00	7.020469e-04	2.468994e+00	2.500000e+00
1.544262954481206e-09	2.500000e+00	0.000000e+00	6.421021e-04	2.471655e+00	2.500000e+00
1.552075454481206e-09	2.500000e+00	0.000000e+00	5.872253e-04	2.474089e+00	2.500000e+00
1.559887954481206e-09	2.500000e+00	0.000000e+00	5.369964e-04	2.476315e+00	2.500000e+00
1.567700454481206e-09	2.500000e+00	0.000000e+00	4.910289e-04	2.478351e+00	2.500000e+00
1.575512954481206e-09	2.500000e+00	0.000000e+00	4.489670e-04	2.480212e+00	2.500000e+00
1.591137954481206e-09	2.500000e+00	0.000000e+00	3.746343e-04	2.483498e+00	2.500000e+00
1.598610005653862e-09	2.500000e+00	0.000000e+00	3.437658e-04	2.484861e+00	2.500000e+00
1.600000000000000e-09	2.500000e+00	0.000000e+00	3.383093e-04	2.485102e+00	2.500000e+00
1.600138999434614e-09	2.465250e+00	3.474986e-02	-4.670148e-04	2.484891e+00	2.500000e+00
1.600416998303842e-09	2.395751e+00	1.042496e-01	-9.871389e-04	2.484788e+00	2.500000e+00
1.600972996042297e-09	2.256751e+00	2.432490e-01	2.492319e-03	2.485892e+00	2.500000e+00
1.602084991519208e-09	1.978752e+00	5.212479e-01	2.252854e-02	2.492554e+00	2.500000e+00
1.604308982473029e-09	1.422754e+00	1.077246e+00	8.592772e-02	2.516397e+00	2.500000e+00
1.605552018092357e-09	1.111995e+00	1.388005e+00	1.272286e-01	2.529243e+00	2.500000e+00
1.607513928761343e-09	6.215178e-01	1.878482e+00	1.856883e-01	2.524025e+00	2.500000e+00
1.610000000000000e-09	0.000000e+00	2.500000e+00	2.431119e-01	2.477064e+00	2.500000e+00
1.610248607123866e-09	0.000000e+00	2.500000e+00	2.458037e-01	2.463967e+00	2.500000e+00
1.610745821371597e-09	0.000000e+00	2.500000e+00	2.510617e-01	2.437809e+00	2.500000e+00
1.611740249867060e-09	0.000000e+00	2.500000e+00	2.610419e-01	2.385711e+00	2.500000e+00
1.613729106857985e-09	0.000000e+00	2.500000e+00	2.793636e-01	2.282745e+00	2.500000e+00
1.617706820839836e-09	0.000000e+00	2.500000e+00	3.129439e-01	2.084250e+00	2.500000e+00
1.625519320839836e-09	0.000000e+00	2.500000e+00	3.816824e-01	1.714592e+00	2.500000e+00
1.633331820839836e-09	0.000000e+00	2.500000e+00	4.699116e-01	1.364815e+00	2.500000e+00
1.641144320839836e-09	0.000000e+00	2.500000e+00	5.878870e-01	1.043909e+00	2.500000e+00
1.648956820839836e-09	0.000000e+00	2.500000e+00	7.280554e-01	7.655454e-01	2.500000e+00
1.656769320839836e-09	0.000000e+00	2.500000e+00	8.719596e-01	5.362282e-01	2.500000e+00
1.664581820839836e-09	0.000000e+00	2.500000e+00	1.004523e+00	3.568949e-01	2.500000e+00
1.672394320839836e-09	0.000000e+00	2.500000e+00	1.120463e+00	2.278023e-01	2.500000e+00
1.680206820839836e-09	0.000000e+00	2.500000e+00	1.221265e+00	1.439119e-01	2.500000e+00
1.688019320839836e-09	0.000000e+00	2.500000e+00	1.309913e+00	9.376307e-02	2.500000e+00
1.695831820839836e-09	0.000000e+00	2.500000e+00	1.388448e+00	6.495772e-02	2.500000e+00
1.703644320839836e-09	0.000000e+00	2.500000e+00	1.458783e+00	4.834358e-02	2.500000e+00
1.711456820839836e-09	0.000000e+00	2.500000e+00	1.523461e+00	3.845911e-02	2.500000e+00
1.719269320839836e-09	0.000000e+00	2.500000e+00	1.584762e+00	3.228407e-02	2.500000e+00
1.727081820839835e-09	0.000000e+00	2.500000e+00	1.643618e+00	2.806399e-02	2.500000e+00
1.734894320839835e-09	0.000000e+00	2.500000e+00	1.699938e+00	2.481198e-02	2.500000e+00
1.742706820839835e-09	0.000000e+00	2.500000e+00	1.753544e+00	2.208707e-02	2.500000e+00
1.750519320839835e-09	0.000000e+00	2.500000e+00	1.804405e+00	1.972006e-02	2.500000e+00
1.758331820839835e-09	0.000000e+00	2.500000e+00	1.852539e+00	1.763650e-02	2.500000e+00
1.766144320839835e-09	0.000000e+00	2.500000e+00	1.897991e+00	1.579827e-02	2.500000e+00
1.773956820839835e-09	0.000000e+00	2.500000e+00	1.940832e+00	1.418057e-02	2.500000e+00
1.781769320839835e-09	0.000000e+00	2.500000e+00	1.981162e+00	1.276069e-02	2.500000e+00
1.789581820839835e-09	0.000000e+00	2.500000e+00	2.019123e+00	1.151148e-02	2.500000e+00
1.797394320839835e-09	0.000000e+00	2.500000e+00	2.054894e+00	1.040112e-02	2.500000e+00
1.805206820839835e-09	0.000000e+00	2.500000e+00	2.088646e+00	9.403609e-03	2.500000e+00
1.813019320839835e-09	0.000000e+00	2.500000e+00	2.120467e+00	8.510710e-03	2.500000e+00
1.820831820839835e-09	0.000000e+00	2.500000e+00	2.150348e+00	7.725504e-03	2.500000e+00
1.828644320839835e-09	0.000000e+00	2.500000e+00	2.178255e+00	7.043723e-03	2.500000e+00
1.836456820839835e-09	0.000000e+00	2.500000e+00	2.204196e+00	6.448580e-03	2.500000e+00
1.844269320839835e-09	0.000000e+00	2.500000e+00	2.228229e+00	5.920116e-03	2.500000e+00
1.852081820839835e-09	0.000000e+00	2.500000e+00	2.250447e+00	5.442828e-03	2.500000e+00
1.859894320839835e-09	0.000000e+00	2.500000e+00	2.270957e+00	5.006735e-03	2.500000e+00
1.867706820839835e-09	0.000000e+00	2.500000e+00	2.289866e+00	4.605699e-03	2.500000e+00
1.875519320839835e-09	0.000000e+00	2.500000e+00	2.307286e+00	4.235762e-03	2.500000e+00
1.883331820839835e-09	0.000000e+00	2.500000e+00	2.323320e+00	3.894106e-03	2.500000e+00
1.891144320839836e-09	0.000000e+00	2.500000e+00	2.338068e+00	3.578511e-03	2.500000e+00
1.898956820839836e-09	0.000000e+00	2.500000e+00	2.351626e+00	3.287081e-03	2.500000e+00
1.906769320839836e-09	0.000000e+00	2.500000e+00	2.364082e+00	3.018116e-03	2.500000e+00
1.914581820839836e-09	0.000000e+00	2.500000e+00	2.375520e+00	2.770049e-03	2.500000e+00
1.922394320839836e-09	0.000000e+00	2.500000e+00	2.386020e+00	2.541417e-03	2.500000e+00
